Project,query,corpus,score,rank,c_is_gt,BB,RS,SF,CF
Anki-Android,3821,Anki-Android:3663,0.40845,22,0,0.168441,1.0,0.056911,
Anki-Android,3821,Anki-Android:3808,0.409198,23,0,0.170683,1.0,0.056911,
Anki-Android,3821,Anki-Android:3694,0.40981,24,0,0.17252,1.0,0.056911,
Anki-Android,3821,Anki-Android:3762,0.414284,25,0,0.18594,1.0,0.056911,
Anki-Android,3821,Anki-Android:3702,0.415573,26,0,0.189808,1.0,0.056911,
Anki-Android,3821,Anki-Android:3669,0.415897,27,0,0.190781,1.0,0.056911,
Anki-Android,3821,Anki-Android:3743,0.416345,28,0,0.192124,1.0,0.056911,
Anki-Android,3821,Anki-Android:3664,0.421743,29,0,0.208318,1.0,0.056911,
Anki-Android,3821,Anki-Android:3729,0.422063,30,0,0.209279,1.0,0.056911,
Anki-Android,3821,Anki-Android:2931,0.422963,31,0,0.211978,1.0,0.056911,
Anki-Android,3821,Anki-Android:3741,0.426358,32,0,0.222162,1.0,0.056911,
Anki-Android,3821,Anki-Android:3687,0.426923,33,0,0.223858,1.0,0.056911,
Anki-Android,3821,Anki-Android:3656,0.427246,34,0,0.224826,1.0,0.056911,
Anki-Android,3821,Anki-Android:3608,0.430152,35,0,0.233546,1.0,0.056911,
Anki-Android,3821,Anki-Android:3713,0.433075,36,0,0.242314,1.0,0.056911,
Anki-Android,3821,Anki-Android:3657,0.435215,37,0,0.248735,1.0,0.056911,
Anki-Android,3821,Anki-Android:3595,0.437866,38,0,0.256688,1.0,0.056911,
Anki-Android,3821,Anki-Android:3695,0.44796,39,0,0.286968,1.0,0.056911,
Anki-Android,3821,Anki-Android:3692,0.4609,40,0,0.32579,1.0,0.056911,
Anki-Android,3821,Anki-Android:1471,0.468462,41,0,0.173898,1.0,0.03252,0.66743
Anki-Android,3821,Anki-Android:3685,0.524903,42,0,0.228928,1.0,0.203252,0.66743
Anki-Android,3821,Anki-Android:1462,0.527211,43,0,0.140601,1.0,0.300813,0.66743
Anki-Android,3821,Anki-Android:3676,0.580032,44,0,0.683185,1.0,0.056911,
Anki-Android,3821,Anki-Android:3820,0.602898,45,0,0.683185,1.0,0.060976,0.66743
Anki-Android,4558,Anki-Android:4557,0.085648,1,1,0.079808,0.177137,0.0,
Anki-Android,4558,Anki-Android:4396,0.091374,2,0,0.154858,0.119263,0.0,
Anki-Android,4558,Anki-Android:4547,0.102869,3,0,0.106681,0.201927,0.0,
Anki-Android,4558,Anki-Android:4546,0.110937,4,0,0.0695,0.263311,0.0,
Anki-Android,4558,Anki-Android:4336,0.114841,5,0,0.089502,0.255022,0.0,
Anki-Android,4558,Anki-Android:4319,0.134275,6,0,0.128646,0.27418,0.0,
Anki-Android,4558,Anki-Android:4535,0.134701,7,0,0.149119,0.254983,0.0,
Anki-Android,4558,Anki-Android:4131,0.136594,8,0,0.203191,0.206591,0.0,
Anki-Android,4558,Anki-Android:4343,0.140623,9,0,0.154013,0.267857,0.0,
Anki-Android,4558,Anki-Android:4333,0.141697,10,0,0.156547,0.268543,0.0,
Anki-Android,4558,Anki-Android:4540,0.142942,11,0,0.168982,0.259844,0.0,
Anki-Android,4558,Anki-Android:4366,0.145219,12,0,0.174257,0.2614,0.0,
Anki-Android,4558,Anki-Android:4364,0.148214,13,0,0.187512,0.25713,0.0,
Anki-Android,4558,Anki-Android:4296,0.151315,14,0,0.151359,0.302585,0.0,
Anki-Android,4558,Anki-Android:4363,0.158409,15,0,0.229051,0.246176,0.0,
Anki-Android,4558,Anki-Android:4368,0.161397,16,0,0.240674,0.243517,0.0,
Anki-Android,4558,Anki-Android:4313,0.161805,17,0,0.296559,0.188856,0.0,
Anki-Android,4558,Anki-Android:4257,0.169486,18,0,0.288456,0.220003,0.0,
Anki-Android,4558,Anki-Android:4334,0.169916,19,0,0.255244,0.254505,0.0,
Anki-Android,4558,Anki-Android:4530,0.171152,20,0,0.099127,0.292378,0.121951,
Anki-Android,4558,Anki-Android:4189,0.174353,21,0,0.271797,0.251261,0.0,
Anki-Android,4558,Anki-Android:4316,0.176446,22,0,0.222968,0.306371,0.0,
Anki-Android,4558,Anki-Android:4162,0.181186,23,0,0.237186,0.306371,0.0,
Anki-Android,4558,Anki-Android:4259,0.186578,24,0,0.255594,0.304139,0.0,
Anki-Android,4558,Anki-Android:4277,0.187546,25,0,0.287411,0.275227,0.0,
Anki-Android,4558,Anki-Android:4119,0.188024,26,0,0.27423,0.289841,0.0,
Anki-Android,4558,Anki-Android:4485,0.188229,27,0,0.199126,0.270034,0.095528,
Anki-Android,4558,Anki-Android:4130,0.188382,28,0,0.24754,0.317605,0.0,
Anki-Android,4558,Anki-Android:4233,0.189112,29,0,0.189832,0.377505,0.0,
Anki-Android,4558,Anki-Android:4328,0.190663,30,0,0.293053,0.278938,0.0,
Anki-Android,4558,Anki-Android:4497,0.197317,31,0,0.132735,0.229542,0.229675,
Anki-Android,4558,Anki-Android:4132,0.19814,32,0,0.318597,0.275821,0.0,
Anki-Android,4558,Anki-Android:4104,0.201164,33,0,0.279788,0.323704,0.0,
Anki-Android,4558,Anki-Android:4085,0.206382,34,0,0.270581,0.348564,0.0,
Anki-Android,4558,Anki-Android:4248,0.208513,35,0,0.283595,0.287065,0.054878,
Anki-Android,4558,Anki-Android:4204,0.217744,36,0,0.214683,0.43855,0.0,
Anki-Android,4558,Anki-Android:4205,0.240346,37,0,0.274703,0.446334,0.0,
Anki-Android,4558,Anki-Android:4431,0.243954,38,0,0.294291,0.285131,0.152439,
Anki-Android,4558,Anki-Android:4525,0.24428,39,0,0.084495,0.302817,0.345528,
Anki-Android,4558,Anki-Android:4317,0.251675,40,0,0.316474,0.43855,0.0,
Anki-Android,4558,Anki-Android:4511,0.263955,41,0,0.118276,0.234563,0.439024,
Anki-Android,4558,Anki-Android:4449,0.28284,42,0,0.204598,0.255709,0.388211,
Anki-Android,4558,Anki-Android:4423,0.303469,43,0,0.12944,0.303325,0.477642,
Anki-Android,4558,Anki-Android:4190,0.313958,44,0,0.248791,0.693082,0.0,
Anki-Android,4558,Anki-Android:4315,0.324344,45,0,0.279949,0.693082,0.0,
Anki-Android,4558,Anki-Android:4499,0.32639,46,0,0.13089,0.311693,0.536585,
Anki-Android,4558,Anki-Android:4401,0.328545,47,0,0.160989,0.261639,0.563008,
Anki-Android,4558,Anki-Android:4314,0.38019,48,0,0.140571,1.0,0.0,
Anki-Android,4558,Anki-Android:4230,0.429118,49,0,0.287354,1.0,0.0,
Anki-Android,4558,Anki-Android:4091,0.431972,50,0,0.295917,1.0,0.0,
Anki-Android,4558,Anki-Android:4278,0.434365,51,0,0.303094,1.0,0.0,
Anki-Android,4558,Anki-Android:4232,0.468608,52,0,0.405825,1.0,0.0,
Anki-Android,4558,Anki-Android:4212,0.468608,53,0,0.405825,1.0,0.0,
Anki-Android,4558,Anki-Android:4311,0.468608,54,0,0.405825,1.0,0.0,
Anki-Android,4558,Anki-Android:4529,0.500997,55,0,0.29974,1.0,0.203252,
Anki-Android,4558,Anki-Android:4217,0.551142,56,0,0.653426,1.0,0.0,
Anki-Android,4558,Anki-Android:4252,0.551142,57,0,0.653426,1.0,0.0,
Anki-Android,4558,Anki-Android:4437,0.614828,58,0,0.653426,1.0,0.191057,
Anki-Android,4558,Anki-Android:4251,0.671738,59,0,0.653426,1.0,0.361789,
Anki-Android,7450,Anki-Android:6562,0.04552,1,0,0.042682,0.093877,0.0,
Anki-Android,7450,Anki-Android:6599,0.046152,2,0,0.048526,0.08993,0.0,
Anki-Android,7450,Anki-Android:6649,0.052204,3,0,0.033575,0.123036,0.0,
Anki-Android,7450,Anki-Android:5603,0.052792,4,0,0.063625,0.094751,0.0,
Anki-Android,7450,Anki-Android:6681,0.053457,5,0,0.039502,0.120868,0.0,
Anki-Android,7450,Anki-Android:6015,0.053698,6,0,0.044293,0.1168,0.0,
Anki-Android,7450,Anki-Android:5576,0.054084,7,0,0.039158,0.123095,0.0,
Anki-Android,7450,Anki-Android:6161,0.05482,8,0,0.042524,0.121935,0.0,
Anki-Android,7450,Anki-Android:5889,0.055273,9,0,0.063183,0.102638,0.0,
Anki-Android,7450,Anki-Android:6185,0.055514,10,0,0.069662,0.096881,0.0,
Anki-Android,7450,Anki-Android:7036,0.055833,11,0,0.043598,0.123902,0.0,
Anki-Android,7450,Anki-Android:5977,0.05775,12,0,0.054954,0.118296,0.0,
Anki-Android,7450,Anki-Android:5777,0.059767,13,0,0.047835,0.131464,0.0,
Anki-Android,7450,Anki-Android:7369,0.062343,14,1,0.078218,0.108812,0.0,
Anki-Android,7450,Anki-Android:5617,0.063362,15,0,0.066321,0.123766,0.0,
Anki-Android,7450,Anki-Android:6726,0.064166,16,0,0.04348,0.149019,0.0,
Anki-Android,7450,Anki-Android:5619,0.064585,17,0,0.045136,0.14862,0.0,
Anki-Android,7450,Anki-Android:6111,0.064599,18,0,0.075609,0.118189,0.0,
Anki-Android,7450,Anki-Android:6587,0.065207,19,0,0.089532,0.106088,0.0,
Anki-Android,7450,Anki-Android:7018,0.065779,20,0,0.050345,0.146991,0.0,
Anki-Android,7450,Anki-Android:5706,0.065997,21,0,0.06113,0.136861,0.0,
Anki-Android,7450,Anki-Android:5884,0.066243,22,0,0.083899,0.114832,0.0,
Anki-Android,7450,Anki-Android:6687,0.066302,23,0,0.076749,0.122156,0.0,
Anki-Android,7450,Anki-Android:6720,0.066978,24,0,0.091011,0.109924,0.0,
Anki-Android,7450,Anki-Android:7174,0.068881,25,0,0.041728,0.164916,0.0,
Anki-Android,7450,Anki-Android:6713,0.069286,26,0,0.043678,0.16418,0.0,
Anki-Android,7450,Anki-Android:6298,0.069293,27,0,0.107935,0.099944,0.0,
Anki-Android,7450,Anki-Android:6936,0.069352,28,0,0.048834,0.159222,0.0,
Anki-Android,7450,Anki-Android:7380,0.069583,29,0,0.065109,0.14364,0.0,
Anki-Android,7450,Anki-Android:7366,0.069971,30,0,0.095133,0.11478,0.0,
Anki-Android,7450,Anki-Android:6673,0.070446,31,0,0.076653,0.134686,0.0,
Anki-Android,7450,Anki-Android:6088,0.072,32,0,0.075778,0.140221,0.0,
Anki-Android,7450,Anki-Android:7408,0.072093,33,0,0.106111,0.110169,0.0,
Anki-Android,7450,Anki-Android:6439,0.072308,34,0,0.106755,0.110169,0.0,
Anki-Android,7450,Anki-Android:6228,0.072318,35,0,0.109843,0.107112,0.0,
Anki-Android,7450,Anki-Android:5723,0.073002,36,0,0.087341,0.131664,0.0,
Anki-Android,7450,Anki-Android:5726,0.074173,37,0,0.098166,0.124352,0.0,
Anki-Android,7450,Anki-Android:6981,0.075464,38,0,0.106497,0.119896,0.0,
Anki-Android,7450,Anki-Android:6118,0.07642,39,0,0.050379,0.178882,0.0,
Anki-Android,7450,Anki-Android:6795,0.076905,40,0,0.114417,0.116298,0.0,
Anki-Android,7450,Anki-Android:6156,0.077757,41,0,0.068724,0.164545,0.0,
Anki-Android,7450,Anki-Android:6155,0.077757,42,0,0.068724,0.164545,0.0,
Anki-Android,7450,Anki-Android:5681,0.077879,43,0,0.087947,0.14569,0.0,
Anki-Android,7450,Anki-Android:5669,0.078666,44,0,0.082294,0.153705,0.0,
Anki-Android,7450,Anki-Android:7165,0.080222,45,0,0.105659,0.135008,0.0,
Anki-Android,7450,Anki-Android:5687,0.081268,46,0,0.124305,0.119498,0.0,
Anki-Android,7450,Anki-Android:7336,0.081752,47,0,0.109548,0.135707,0.0,
Anki-Android,7450,Anki-Android:6133,0.082022,48,0,0.052695,0.19337,0.0,
Anki-Android,7450,Anki-Android:6669,0.082464,49,0,0.122669,0.124724,0.0,
Anki-Android,7450,Anki-Android:6057,0.083863,50,0,0.107539,0.144051,0.0,
Anki-Android,7450,Anki-Android:7232,0.084603,51,0,0.136572,0.117237,0.0,
Anki-Android,7450,Anki-Android:5776,0.086337,52,0,0.138739,0.120271,0.0,
Anki-Android,7450,Anki-Android:5735,0.087761,53,0,0.062666,0.200616,0.0,
Anki-Android,7450,Anki-Android:6051,0.088129,54,0,0.112555,0.151833,0.0,
Anki-Android,7450,Anki-Android:5716,0.088415,55,0,0.124755,0.140489,0.0,
Anki-Android,7450,Anki-Android:6894,0.088691,56,0,0.103173,0.1629,0.0,
Anki-Android,7450,Anki-Android:7294,0.089043,57,0,0.109053,0.158075,0.0,
Anki-Android,7450,Anki-Android:7121,0.090545,58,0,0.061733,0.138763,0.071138,
Anki-Android,7450,Anki-Android:6109,0.09148,59,0,0.087559,0.186881,0.0,
Anki-Android,7450,Anki-Android:5640,0.092056,60,0,0.055744,0.159447,0.060976,
Anki-Android,7450,Anki-Android:6614,0.092373,61,0,0.055937,0.221183,0.0,
Anki-Android,7450,Anki-Android:5793,0.093387,62,0,0.041286,0.114892,0.123984,
Anki-Android,7450,Anki-Android:6950,0.093504,63,0,0.123044,0.157467,0.0,
Anki-Android,7450,Anki-Android:6904,0.094024,64,0,0.138375,0.143696,0.0,
Anki-Android,7450,Anki-Android:7279,0.095061,65,0,0.089537,0.195645,0.0,
Anki-Android,7450,Anki-Android:5707,0.095575,66,0,0.102035,0.18469,0.0,
Anki-Android,7450,Anki-Android:5775,0.095735,67,0,0.152315,0.13489,0.0,
Anki-Android,7450,Anki-Android:5694,0.096891,68,0,0.057329,0.233344,0.0,
Anki-Android,7450,Anki-Android:6103,0.09711,69,0,0.109921,0.181409,0.0,
Anki-Android,7450,Anki-Android:5737,0.097581,70,0,0.082172,0.210573,0.0,
Anki-Android,7450,Anki-Android:5987,0.101089,71,0,0.134199,0.169068,0.0,
Anki-Android,7450,Anki-Android:6119,0.101442,72,0,0.068779,0.235546,0.0,
Anki-Android,7450,Anki-Android:5667,0.103821,73,0,0.104958,0.206504,0.0,
Anki-Android,7450,Anki-Android:7076,0.105182,74,0,0.047646,0.070744,0.197154,
Anki-Android,7450,Anki-Android:6392,0.105982,75,0,0.113695,0.204251,0.0,
Anki-Android,7450,Anki-Android:6209,0.106124,76,0,0.103438,0.214933,0.0,
Anki-Android,7450,Anki-Android:6929,0.106461,77,0,0.093279,0.226105,0.0,
Anki-Android,7450,Anki-Android:7285,0.106763,78,0,0.05856,0.261728,0.0,
Anki-Android,7450,Anki-Android:5704,0.106922,79,0,0.13857,0.182196,0.0,
Anki-Android,7450,Anki-Android:5585,0.110343,80,0,0.142982,0.188047,0.0,
Anki-Android,7450,Anki-Android:6964,0.111038,81,0,0.153246,0.179867,0.0,
Anki-Android,7450,Anki-Android:7286,0.111459,82,0,0.064054,0.270322,0.0,
Anki-Android,7450,Anki-Android:6996,0.111867,83,0,0.11468,0.22092,0.0,
Anki-Android,7450,Anki-Android:7129,0.112799,84,0,0.053188,0.161224,0.123984,
Anki-Android,7450,Anki-Android:7275,0.113043,85,0,0.091893,0.247235,0.0,
Anki-Android,7450,Anki-Android:5660,0.117781,86,0,0.062412,0.173044,0.117886,
Anki-Android,7450,Anki-Android:5792,0.118884,87,0,0.071611,0.110245,0.174797,
Anki-Android,7450,Anki-Android:6028,0.120677,88,0,0.178212,0.183818,0.0,
Anki-Android,7450,Anki-Android:5923,0.12124,89,0,0.102637,0.261083,0.0,
Anki-Android,7450,Anki-Android:6845,0.123017,90,0,0.101232,0.135707,0.132114,
Anki-Android,7450,Anki-Android:6323,0.123128,91,0,0.137586,0.2318,0.0,
Anki-Android,7450,Anki-Android:7375,0.124169,92,0,0.096465,0.276041,0.0,
Anki-Android,7450,Anki-Android:6018,0.152847,93,0,0.284278,0.174262,0.0,
Anki-Android,7450,Anki-Android:5808,0.155574,94,0,0.156601,0.173941,0.136179,
Anki-Android,7450,Anki-Android:5802,0.162652,95,0,0.085374,0.13429,0.268293,
Anki-Android,7450,Anki-Android:5766,0.171959,96,0,0.125465,0.390413,0.0,
Anki-Android,7450,Anki-Android:7231,0.17488,97,0,0.141713,0.382927,0.0,
Anki-Android,7450,Anki-Android:6576,0.216408,98,0,0.137028,0.512196,0.0,
Anki-Android,7450,Anki-Android:6754,0.225086,99,0,0.173549,0.158214,0.343496,
Anki-Android,7450,Anki-Android:7119,0.324069,100,0,0.135306,0.180397,0.656504,
Anki-Android,7450,Anki-Android:5595,0.366065,101,0,0.098196,1.0,0.0,
Anki-Android,7450,Anki-Android:6664,0.379122,102,0,0.707143,0.430223,0.0,
Anki-Android,7450,Anki-Android:7397,0.380961,103,0,0.142883,1.0,0.0,
Anki-Android,7450,Anki-Android:6512,0.414102,104,0,0.242305,1.0,0.0,
Anki-Android,7450,Anki-Android:6700,0.47296,105,0,0.418879,1.0,0.0,
Anki-Android,8010,Anki-Android:7934,0.061787,1,0,0.039828,0.145532,0.0,
Anki-Android,8010,Anki-Android:7369,0.064584,2,0,0.046447,0.147306,0.0,
Anki-Android,8010,Anki-Android:6599,0.065254,3,0,0.044829,0.150933,0.0,
Anki-Android,8010,Anki-Android:7717,0.069084,4,0,0.04847,0.158782,0.0,
Anki-Android,8010,Anki-Android:7174,0.069315,5,0,0.040448,0.167496,0.0,
Anki-Android,8010,Anki-Android:6161,0.069794,6,0,0.034168,0.175215,0.0,
Anki-Android,8010,Anki-Android:6562,0.069885,7,0,0.046646,0.16301,0.0,
Anki-Android,8010,Anki-Android:7036,0.072282,8,0,0.043088,0.173758,0.0,
Anki-Android,8010,Anki-Android:7716,0.072616,9,0,0.047484,0.170365,0.0,
Anki-Android,8010,Anki-Android:7503,0.07318,10,0,0.03767,0.18187,0.0,
Anki-Android,8010,Anki-Android:6133,0.073206,11,0,0.078481,0.141137,0.0,
Anki-Android,8010,Anki-Android:5884,0.073663,12,0,0.062661,0.158329,0.0,
Anki-Android,8010,Anki-Android:7366,0.075383,13,0,0.06504,0.161109,0.0,
Anki-Android,8010,Anki-Android:6228,0.075816,14,0,0.076388,0.15106,0.0,
Anki-Android,8010,Anki-Android:7950,0.075825,15,0,0.033633,0.193842,0.0,
Anki-Android,8010,Anki-Android:5977,0.075948,16,0,0.052433,0.17541,0.0,
Anki-Android,8010,Anki-Android:6298,0.076096,17,0,0.075023,0.153266,0.0,
Anki-Android,8010,Anki-Android:7450,0.076422,18,0,0.051695,0.177572,0.0,
Anki-Android,8010,Anki-Android:6015,0.076971,19,0,0.038613,0.192301,0.0,
Anki-Android,8010,Anki-Android:6649,0.077187,20,0,0.055426,0.176136,0.0,
Anki-Android,8010,Anki-Android:5777,0.077679,21,0,0.041269,0.191768,0.0,
Anki-Android,8010,Anki-Android:6713,0.079506,22,0,0.065987,0.172532,0.0,
Anki-Android,8010,Anki-Android:5889,0.079531,23,0,0.062946,0.175649,0.0,
Anki-Android,8010,Anki-Android:6118,0.080226,24,0,0.044419,0.196259,0.0,
Anki-Android,8010,Anki-Android:6587,0.081003,25,0,0.063291,0.179717,0.0,
Anki-Android,8010,Anki-Android:6726,0.081072,26,0,0.045503,0.197714,0.0,
Anki-Android,8010,Anki-Android:6051,0.08203,27,0,0.080931,0.16516,0.0,
Anki-Android,8010,Anki-Android:6720,0.082102,28,0,0.065702,0.180604,0.0,
Anki-Android,8010,Anki-Android:7946,0.082152,29,0,0.046711,0.199745,0.0,
Anki-Android,8010,Anki-Android:6439,0.082335,30,0,0.073621,0.173384,0.0,
Anki-Android,8010,Anki-Android:6936,0.082829,31,0,0.041201,0.207287,0.0,
Anki-Android,8010,Anki-Android:7408,0.082849,32,0,0.075163,0.173384,0.0,
Anki-Android,8010,Anki-Android:8008,0.082861,33,0,0.049771,0.198811,0.0,
Anki-Android,8010,Anki-Android:6681,0.084931,34,0,0.06591,0.188883,0.0,
Anki-Android,8010,Anki-Android:5726,0.084997,35,0,0.067425,0.187568,0.0,
Anki-Android,8010,Anki-Android:7832,0.085112,36,0,0.053364,0.201971,0.0,
Anki-Android,8010,Anki-Android:6795,0.085959,37,0,0.083536,0.17434,0.0,
Anki-Android,8010,Anki-Android:6111,0.087001,38,0,0.058903,0.2021,0.0,
Anki-Android,8010,Anki-Android:5723,0.087585,39,0,0.068707,0.194047,0.0,
Anki-Android,8010,Anki-Android:6981,0.08811,40,0,0.074801,0.18953,0.0,
Anki-Android,8010,Anki-Android:7336,0.088313,41,0,0.076412,0.188527,0.0,
Anki-Android,8010,Anki-Android:6119,0.088503,42,0,0.052089,0.213421,0.0,
Anki-Android,8010,Anki-Android:7232,0.089146,43,0,0.105116,0.162321,0.0,
Anki-Android,8010,Anki-Android:6669,0.09004,44,0,0.092968,0.177153,0.0,
Anki-Android,8010,Anki-Android:7919,0.090117,45,0,0.073606,0.196746,0.0,
Anki-Android,8010,Anki-Android:6687,0.091346,46,0,0.116554,0.157485,0.0,
Anki-Android,8010,Anki-Android:6185,0.091369,47,0,0.104844,0.169262,0.0,
Anki-Android,8010,Anki-Android:7465,0.092242,48,0,0.086916,0.189808,0.0,
Anki-Android,8010,Anki-Android:7121,0.092346,49,0,0.046566,0.159334,0.071138,
Anki-Android,8010,Anki-Android:6673,0.093961,50,0,0.050641,0.231241,0.0,
Anki-Android,8010,Anki-Android:7018,0.095156,51,0,0.085416,0.200051,0.0,
Anki-Android,8010,Anki-Android:5716,0.096077,52,0,0.106437,0.181796,0.0,
Anki-Android,8010,Anki-Android:7380,0.096084,53,0,0.100896,0.187356,0.0,
Anki-Android,8010,Anki-Android:7798,0.097983,54,0,0.050259,0.243691,0.0,
Anki-Android,8010,Anki-Android:6950,0.098527,55,0,0.090237,0.205344,0.0,
Anki-Android,8010,Anki-Android:6028,0.098617,56,0,0.163213,0.132639,0.0,
Anki-Android,8010,Anki-Android:7945,0.098875,57,0,0.103258,0.193367,0.0,
Anki-Android,8010,Anki-Android:5776,0.100219,58,0,0.106758,0.1939,0.0,
