Project,query,corpus,score,rank,c_is_gt
mobile-wallet,392,mobile-wallet:320,0.0,8,0
mobile-wallet,392,mobile-wallet:122,0.0,9,0
mobile-wallet,392,mobile-wallet:127,0.0,10,0
mobile-wallet,392,mobile-wallet:134,0.0,11,0
mobile-wallet,392,mobile-wallet:220,0.0,12,0
mobile-wallet,392,mobile-wallet:229,0.0,13,0
mobile-wallet,392,mobile-wallet:249,0.0,14,0
mobile-wallet,392,mobile-wallet:98,0.026,15,0
mobile-wallet,392,mobile-wallet:366,0.029,16,0
mobile-wallet,392,mobile-wallet:236,0.0322,17,0
mobile-wallet,392,mobile-wallet:279,0.0323,18,0
mobile-wallet,392,mobile-wallet:139,0.0362,19,0
mobile-wallet,392,mobile-wallet:243,0.0363,20,0
mobile-wallet,392,mobile-wallet:140,0.0365,21,0
mobile-wallet,392,mobile-wallet:89,0.0372,22,0
mobile-wallet,392,mobile-wallet:95,0.0373,23,0
mobile-wallet,392,mobile-wallet:137,0.0378,24,0
mobile-wallet,392,mobile-wallet:123,0.0393,25,0
mobile-wallet,392,mobile-wallet:138,0.0398,26,0
mobile-wallet,392,mobile-wallet:132,0.041,27,1
mobile-wallet,392,mobile-wallet:120,0.0448,28,0
mobile-wallet,392,mobile-wallet:121,0.0455,29,0
mobile-wallet,392,mobile-wallet:100,0.0456,30,0
mobile-wallet,392,mobile-wallet:386,0.0466,31,0
mobile-wallet,392,mobile-wallet:347,0.0488,32,0
mobile-wallet,392,mobile-wallet:223,0.0489,33,0
mobile-wallet,392,mobile-wallet:368,0.0519,34,0
mobile-wallet,392,mobile-wallet:339,0.0526,35,0
mobile-wallet,392,mobile-wallet:136,0.053,36,0
mobile-wallet,392,mobile-wallet:172,0.0543,37,0
mobile-wallet,392,mobile-wallet:135,0.0548,38,0
mobile-wallet,392,mobile-wallet:244,0.0568,39,0
mobile-wallet,392,mobile-wallet:80,0.0574,40,0
mobile-wallet,392,mobile-wallet:300,0.0593,41,0
mobile-wallet,392,mobile-wallet:293,0.0626,42,0
mobile-wallet,392,mobile-wallet:359,0.0633,43,0
mobile-wallet,392,mobile-wallet:173,0.0646,44,0
mobile-wallet,392,mobile-wallet:301,0.0646,45,0
mobile-wallet,392,mobile-wallet:296,0.0662,46,0
mobile-wallet,392,mobile-wallet:245,0.0693,47,0
mobile-wallet,392,mobile-wallet:260,0.0716,48,0
mobile-wallet,392,mobile-wallet:329,0.0761,49,0
mobile-wallet,392,mobile-wallet:313,0.0852,50,0
mobile-wallet,392,mobile-wallet:307,0.0915,51,0
mobile-wallet,392,mobile-wallet:306,0.0944,52,0
mobile-wallet,392,mobile-wallet:232,0.0989,53,0
mobile-wallet,392,mobile-wallet:361,0.1014,54,0
mobile-wallet,392,mobile-wallet:324,0.1088,55,0
mobile-wallet,392,mobile-wallet:146,0.1849,56,0
kiwix-android,393,kiwix-android:160,0.0,1,0
kiwix-android,393,kiwix-android:161,0.0,2,0
kiwix-android,393,kiwix-android:166,0.0,3,0
kiwix-android,393,kiwix-android:263,0.0,4,0
kiwix-android,393,kiwix-android:293,0.0,5,0
kiwix-android,393,kiwix-android:389,0.0,6,0
kiwix-android,393,kiwix-android:390,0.0,7,1
kiwix-android,393,kiwix-android:308,0.0,8,0
kiwix-android,393,kiwix-android:324,0.0,9,0
kiwix-android,393,kiwix-android:340,0.0,10,0
kiwix-android,393,kiwix-android:199,0.0,11,0
kiwix-android,393,kiwix-android:214,0.0,12,0
kiwix-android,393,kiwix-android:342,0.045,13,0
kiwix-android,393,kiwix-android:391,0.0516,14,0
kiwix-android,393,kiwix-android:162,0.0534,15,0
kiwix-android,393,kiwix-android:264,0.0535,16,0
kiwix-android,393,kiwix-android:344,0.054,17,0
kiwix-android,393,kiwix-android:335,0.0567,18,0
kiwix-android,393,kiwix-android:392,0.058,19,0
kiwix-android,393,kiwix-android:16,0.0582,20,0
kiwix-android,393,kiwix-android:299,0.0588,21,0
kiwix-android,393,kiwix-android:165,0.0606,22,0
kiwix-android,393,kiwix-android:379,0.0618,23,0
kiwix-android,393,kiwix-android:195,0.0643,24,0
kiwix-android,393,kiwix-android:134,0.0658,25,0
kiwix-android,393,kiwix-android:8,0.0718,26,0
kiwix-android,393,kiwix-android:247,0.0732,27,0
kiwix-android,393,kiwix-android:365,0.0829,28,0
kiwix-android,393,kiwix-android:76,0.0866,29,0
kiwix-android,393,kiwix-android:208,0.0876,30,0
kiwix-android,393,kiwix-android:31,0.0924,31,0
kiwix-android,393,kiwix-android:243,0.098,32,0
kiwix-android,393,kiwix-android:163,0.1724,33,0
kiwix-android,407,kiwix-android:160,0.0,1,0
kiwix-android,407,kiwix-android:161,0.0,2,0
kiwix-android,407,kiwix-android:165,0.0,3,0
kiwix-android,407,kiwix-android:263,0.0,4,0
kiwix-android,407,kiwix-android:394,0.0,5,0
kiwix-android,407,kiwix-android:403,0.0,6,1
kiwix-android,407,kiwix-android:308,0.0,7,0
kiwix-android,407,kiwix-android:199,0.0,8,0
kiwix-android,407,kiwix-android:342,0.0215,9,0
kiwix-android,407,kiwix-android:390,0.0232,10,0
kiwix-android,407,kiwix-android:400,0.024,11,0
kiwix-android,407,kiwix-android:264,0.0258,12,0
kiwix-android,407,kiwix-android:391,0.027,13,0
kiwix-android,407,kiwix-android:162,0.0314,14,0
kiwix-android,407,kiwix-android:392,0.0323,15,0
kiwix-android,407,kiwix-android:166,0.0324,16,0
kiwix-android,407,kiwix-android:340,0.0332,17,0
kiwix-android,407,kiwix-android:344,0.0336,18,0
kiwix-android,407,kiwix-android:214,0.0352,19,0
kiwix-android,407,kiwix-android:379,0.0392,20,0
kiwix-android,407,kiwix-android:299,0.0416,21,0
kiwix-android,407,kiwix-android:293,0.0421,22,0
kiwix-android,407,kiwix-android:134,0.0446,23,0
kiwix-android,407,kiwix-android:16,0.0456,24,0
kiwix-android,407,kiwix-android:393,0.0484,25,0
kiwix-android,407,kiwix-android:8,0.0504,26,0
kiwix-android,407,kiwix-android:406,0.051,27,0
kiwix-android,407,kiwix-android:247,0.052,28,0
kiwix-android,407,kiwix-android:335,0.0526,29,0
kiwix-android,407,kiwix-android:389,0.054,30,0
kiwix-android,407,kiwix-android:195,0.055,31,0
kiwix-android,407,kiwix-android:208,0.0608,32,0
kiwix-android,407,kiwix-android:31,0.072,33,0
kiwix-android,407,kiwix-android:76,0.0756,34,0
kiwix-android,407,kiwix-android:365,0.0823,35,0
kiwix-android,407,kiwix-android:243,0.0864,36,0
kiwix-android,407,kiwix-android:324,0.118,37,0
kiwix-android,407,kiwix-android:163,0.1916,38,0
Aegis,450,Aegis:287,0.0,1,0
Aegis,450,Aegis:436,0.0,2,0
Aegis,450,Aegis:339,0.0412,3,0
Aegis,450,Aegis:423,0.0473,4,0
Aegis,450,Aegis:422,0.066,5,0
Aegis,450,Aegis:383,0.085,6,0
Aegis,450,Aegis:343,0.0927,7,0
Aegis,450,Aegis:155,0.0955,8,0
Aegis,450,Aegis:353,0.0972,9,0
Aegis,450,Aegis:282,0.098,10,0
Aegis,450,Aegis:297,0.1014,11,0
Aegis,450,Aegis:411,0.1029,12,0
Aegis,450,Aegis:175,0.1042,13,0
Aegis,450,Aegis:413,0.1096,14,0
Aegis,450,Aegis:397,0.111,15,0
Aegis,450,Aegis:223,0.112,16,0
Aegis,450,Aegis:354,0.1156,17,0
Aegis,450,Aegis:123,0.1198,18,0
Aegis,450,Aegis:418,0.1222,19,1
Aegis,450,Aegis:231,0.1333,20,0
kiwix-android,531,kiwix-android:528,0.0,1,0
kiwix-android,531,kiwix-android:470,0.0322,2,0
kiwix-android,531,kiwix-android:483,0.033,3,0
kiwix-android,531,kiwix-android:494,0.0346,4,0
kiwix-android,531,kiwix-android:517,0.0356,5,0
kiwix-android,531,kiwix-android:490,0.0392,6,0
kiwix-android,531,kiwix-android:442,0.0392,7,0
kiwix-android,531,kiwix-android:430,0.0393,8,0
kiwix-android,531,kiwix-android:441,0.0396,9,0
kiwix-android,531,kiwix-android:456,0.0399,10,0
kiwix-android,531,kiwix-android:421,0.041,11,0
kiwix-android,531,kiwix-android:425,0.0422,12,0
kiwix-android,531,kiwix-android:472,0.0441,13,0
kiwix-android,531,kiwix-android:435,0.0461,14,0
kiwix-android,531,kiwix-android:437,0.0467,15,0
kiwix-android,531,kiwix-android:453,0.0475,16,0
kiwix-android,531,kiwix-android:462,0.0479,17,0
kiwix-android,531,kiwix-android:519,0.0482,18,0
kiwix-android,531,kiwix-android:440,0.0493,19,0
kiwix-android,531,kiwix-android:461,0.0495,20,0
kiwix-android,531,kiwix-android:214,0.0516,21,0
kiwix-android,531,kiwix-android:424,0.052,22,0
kiwix-android,531,kiwix-android:452,0.0536,23,0
kiwix-android,531,kiwix-android:379,0.0543,24,0
kiwix-android,531,kiwix-android:403,0.0549,25,0
kiwix-android,531,kiwix-android:263,0.0557,26,0
kiwix-android,531,kiwix-android:520,0.0571,27,0
kiwix-android,531,kiwix-android:308,0.058,28,0
kiwix-android,531,kiwix-android:199,0.058,29,0
kiwix-android,531,kiwix-android:293,0.0582,30,0
kiwix-android,531,kiwix-android:400,0.0584,31,0
kiwix-android,531,kiwix-android:408,0.0605,32,0
kiwix-android,531,kiwix-android:195,0.0606,33,0
kiwix-android,531,kiwix-android:411,0.0613,34,0
kiwix-android,531,kiwix-android:407,0.062,35,0
kiwix-android,531,kiwix-android:134,0.062,36,0
kiwix-android,531,kiwix-android:392,0.0622,37,0
kiwix-android,531,kiwix-android:264,0.0632,38,0
kiwix-android,531,kiwix-android:16,0.0632,39,0
kiwix-android,531,kiwix-android:389,0.0639,40,0
kiwix-android,531,kiwix-android:511,0.0642,41,0
kiwix-android,531,kiwix-android:162,0.0645,42,0
kiwix-android,531,kiwix-android:165,0.0646,43,0
kiwix-android,531,kiwix-android:391,0.0656,44,0
kiwix-android,531,kiwix-android:500,0.066,45,0
kiwix-android,531,kiwix-android:247,0.0662,46,0
kiwix-android,531,kiwix-android:335,0.0667,47,0
kiwix-android,531,kiwix-android:31,0.0682,48,0
kiwix-android,531,kiwix-android:342,0.0686,49,0
kiwix-android,531,kiwix-android:390,0.069,50,0
kiwix-android,531,kiwix-android:76,0.0692,51,0
kiwix-android,531,kiwix-android:340,0.0693,52,0
kiwix-android,531,kiwix-android:160,0.0698,53,0
kiwix-android,531,kiwix-android:365,0.0702,54,0
kiwix-android,531,kiwix-android:208,0.0718,55,0
kiwix-android,531,kiwix-android:243,0.0727,56,0
kiwix-android,531,kiwix-android:344,0.0732,57,0
kiwix-android,531,kiwix-android:166,0.0737,58,0
kiwix-android,531,kiwix-android:491,0.0752,59,1
kiwix-android,531,kiwix-android:393,0.0821,60,0
kiwix-android,531,kiwix-android:161,0.0876,61,0
kiwix-android,531,kiwix-android:394,0.0885,62,0
kiwix-android,531,kiwix-android:299,0.0912,63,0
kiwix-android,531,kiwix-android:406,0.0954,64,0
kiwix-android,531,kiwix-android:324,0.0976,65,0
kiwix-android,531,kiwix-android:432,0.0988,66,0
kiwix-android,531,kiwix-android:163,0.1839,67,0
mobile-wallet,535,mobile-wallet:467,0.0,1,0
mobile-wallet,535,mobile-wallet:472,0.0,2,1
mobile-wallet,535,mobile-wallet:475,0.0,3,0
mobile-wallet,535,mobile-wallet:502,0.0,4,0
mobile-wallet,535,mobile-wallet:509,0.0,5,0
mobile-wallet,535,mobile-wallet:510,0.0,6,0
mobile-wallet,535,mobile-wallet:513,0.0,7,0
mobile-wallet,535,mobile-wallet:515,0.0,8,0
mobile-wallet,535,mobile-wallet:160,0.0,9,0
mobile-wallet,535,mobile-wallet:251,0.0,10,0
mobile-wallet,535,mobile-wallet:260,0.0,11,0
mobile-wallet,535,mobile-wallet:293,0.0,12,0
mobile-wallet,535,mobile-wallet:370,0.0,13,0
mobile-wallet,535,mobile-wallet:372,0.0,14,0
mobile-wallet,535,mobile-wallet:382,0.0,15,0
mobile-wallet,535,mobile-wallet:392,0.0,16,0
mobile-wallet,535,mobile-wallet:83,0.0,17,0
mobile-wallet,535,mobile-wallet:89,0.0,18,0
mobile-wallet,535,mobile-wallet:420,0.0,19,0
mobile-wallet,535,mobile-wallet:422,0.0,20,0
mobile-wallet,535,mobile-wallet:425,0.0,21,0
mobile-wallet,535,mobile-wallet:437,0.0,22,0
mobile-wallet,535,mobile-wallet:517,0.0,23,0
mobile-wallet,535,mobile-wallet:524,0.0,24,0
mobile-wallet,535,mobile-wallet:528,0.0,25,0
mobile-wallet,535,mobile-wallet:305,0.0,26,0
mobile-wallet,535,mobile-wallet:320,0.0,27,0
mobile-wallet,535,mobile-wallet:98,0.0,28,0
mobile-wallet,535,mobile-wallet:122,0.0,29,0
mobile-wallet,535,mobile-wallet:127,0.0,30,0
mobile-wallet,535,mobile-wallet:134,0.0,31,0
mobile-wallet,535,mobile-wallet:136,0.0,32,0
mobile-wallet,535,mobile-wallet:229,0.0,33,0
mobile-wallet,535,mobile-wallet:249,0.0,34,0
mobile-wallet,535,mobile-wallet:366,0.0242,35,0
mobile-wallet,535,mobile-wallet:220,0.0256,36,0
mobile-wallet,535,mobile-wallet:139,0.0279,37,0
mobile-wallet,535,mobile-wallet:138,0.0288,38,0
mobile-wallet,535,mobile-wallet:339,0.029,39,0
mobile-wallet,535,mobile-wallet:140,0.0315,40,0
mobile-wallet,535,mobile-wallet:236,0.0321,41,0
mobile-wallet,535,mobile-wallet:95,0.0322,42,0
mobile-wallet,535,mobile-wallet:279,0.0326,43,0
mobile-wallet,535,mobile-wallet:120,0.0334,44,0
mobile-wallet,535,mobile-wallet:123,0.0341,45,0
mobile-wallet,535,mobile-wallet:393,0.0346,46,0
mobile-wallet,535,mobile-wallet:347,0.0357,47,0
mobile-wallet,535,mobile-wallet:406,0.0359,48,0
mobile-wallet,535,mobile-wallet:121,0.0364,49,0
mobile-wallet,535,mobile-wallet:137,0.0366,50,0
mobile-wallet,535,mobile-wallet:132,0.0384,51,0
mobile-wallet,535,mobile-wallet:243,0.0384,52,0
mobile-wallet,535,mobile-wallet:135,0.0385,53,0
mobile-wallet,535,mobile-wallet:368,0.0414,54,0
mobile-wallet,535,mobile-wallet:80,0.0415,55,0
mobile-wallet,535,mobile-wallet:100,0.0431,56,0
mobile-wallet,535,mobile-wallet:386,0.0436,57,0
mobile-wallet,535,mobile-wallet:300,0.0455,58,0
mobile-wallet,535,mobile-wallet:403,0.0461,59,0
mobile-wallet,535,mobile-wallet:433,0.0484,60,0
mobile-wallet,535,mobile-wallet:296,0.0494,61,0
mobile-wallet,535,mobile-wallet:359,0.0494,62,0
mobile-wallet,535,mobile-wallet:173,0.05,63,0
mobile-wallet,535,mobile-wallet:473,0.0508,64,0
mobile-wallet,535,mobile-wallet:301,0.0511,65,0
mobile-wallet,535,mobile-wallet:244,0.0538,66,0
mobile-wallet,535,mobile-wallet:223,0.0554,67,0
mobile-wallet,535,mobile-wallet:329,0.0584,68,0
mobile-wallet,535,mobile-wallet:464,0.0612,69,0
mobile-wallet,535,mobile-wallet:449,0.0626,70,0
mobile-wallet,535,mobile-wallet:245,0.0627,71,0
mobile-wallet,535,mobile-wallet:501,0.0629,72,0
mobile-wallet,535,mobile-wallet:172,0.0644,73,0
mobile-wallet,535,mobile-wallet:313,0.07,74,0
mobile-wallet,535,mobile-wallet:307,0.0728,75,0
mobile-wallet,535,mobile-wallet:451,0.0798,76,0
mobile-wallet,535,mobile-wallet:453,0.0807,77,0
mobile-wallet,535,mobile-wallet:306,0.082,78,0
mobile-wallet,535,mobile-wallet:232,0.0844,79,0
mobile-wallet,535,mobile-wallet:361,0.0855,80,0
mobile-wallet,535,mobile-wallet:324,0.0894,81,0
mobile-wallet,535,mobile-wallet:146,0.1664,82,0
kiwix-android,552,kiwix-android:163,0.0,1,0
kiwix-android,552,kiwix-android:408,0.0,2,0
kiwix-android,552,kiwix-android:16,0.0,3,0
kiwix-android,552,kiwix-android:440,0.0,4,0
kiwix-android,552,kiwix-android:528,0.0,5,0
kiwix-android,552,kiwix-android:531,0.0,6,0
kiwix-android,552,kiwix-android:549,0.0,7,1
kiwix-android,552,kiwix-android:453,0.0286,8,0
kiwix-android,552,kiwix-android:490,0.0293,9,0
kiwix-android,552,kiwix-android:538,0.0317,10,0
kiwix-android,552,kiwix-android:461,0.0322,11,0
kiwix-android,552,kiwix-android:472,0.0327,12,0
kiwix-android,552,kiwix-android:424,0.0331,13,0
kiwix-android,552,kiwix-android:532,0.0336,14,0
kiwix-android,552,kiwix-android:537,0.0338,15,0
kiwix-android,552,kiwix-android:462,0.0347,16,0
kiwix-android,552,kiwix-android:543,0.0354,17,0
kiwix-android,552,kiwix-android:425,0.0368,18,0
kiwix-android,552,kiwix-android:520,0.0377,19,0
kiwix-android,552,kiwix-android:442,0.0378,20,0
kiwix-android,552,kiwix-android:452,0.0384,21,0
kiwix-android,552,kiwix-android:494,0.0405,22,0
kiwix-android,552,kiwix-android:456,0.0428,23,0
kiwix-android,552,kiwix-android:430,0.0499,24,0
kiwix-android,552,kiwix-android:491,0.0527,25,0
kiwix-android,552,kiwix-android:441,0.0532,26,0
kiwix-android,552,kiwix-android:483,0.0552,27,0
kiwix-android,552,kiwix-android:511,0.0625,28,0
kiwix-android,552,kiwix-android:243,0.064,29,0
kiwix-android,552,kiwix-android:403,0.0647,30,0
kiwix-android,552,kiwix-android:470,0.0676,31,0
kiwix-android,552,kiwix-android:517,0.0706,32,0
kiwix-android,552,kiwix-android:324,0.0744,33,0
kiwix-android,552,kiwix-android:432,0.0746,34,0
kiwix-android,552,kiwix-android:435,0.075,35,0
kiwix-android,552,kiwix-android:31,0.0757,36,0
kiwix-android,552,kiwix-android:263,0.0764,37,0
kiwix-android,552,kiwix-android:76,0.0778,38,0
kiwix-android,552,kiwix-android:379,0.0786,39,0
kiwix-android,552,kiwix-android:199,0.0796,40,0
kiwix-android,552,kiwix-android:214,0.0802,41,0
kiwix-android,552,kiwix-android:421,0.0808,42,0
kiwix-android,552,kiwix-android:437,0.081,43,0
kiwix-android,552,kiwix-android:519,0.0814,44,0
kiwix-android,552,kiwix-android:165,0.0823,45,0
kiwix-android,552,kiwix-android:365,0.0834,46,0
kiwix-android,552,kiwix-android:389,0.0834,47,0
kiwix-android,552,kiwix-android:293,0.084,48,0
kiwix-android,552,kiwix-android:308,0.085,49,0
kiwix-android,552,kiwix-android:195,0.0863,50,0
kiwix-android,552,kiwix-android:247,0.09,51,0
